space,id,title,author,discussion,start,end,end_iso,state
lido-snapshot.eth,0xbb5c7f1b0ae30b502ec207cffa324b05f69d6024cc56d94b0ea8df69216de1c4,Lido on Polygon V2 upgrade,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/lido-on-polygon-protocol-upgrade/3213,1670264583,1670860800,2022-12-12T16:00:00+00:00,closed
lido-snapshot.eth,0xb2732ebb88f93b0c0cf649dfe6cc7e7549b36523781b9171c57e9ae68e441567,Improving the incentive structure for the Lido on Polygon team,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/improving-the-incentive-structure-for-the-lido-on-polygon-team/3240,1670258653,1670860800,2022-12-12T16:00:00+00:00,closed
lido-snapshot.eth,0xce01f9f6521b7873e1fd59564b64ee13f4d2dfd5251c996e61ed4258df9de685,"[LIDO-1] November 1, 2022 - April 30, 2023 | Lido Ongoing Funding Request",0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/lido-1-november-1-2022-april-30-2023-lido-ongoing-funding-request/3133,1667399561,1668088800,2022-11-10T14:00:00+00:00,closed
lido-snapshot.eth,0x57c8e1017c79eacbe4dc56b9b0077f445d8bb8e49ec7dced4f6c3b3e63029eb1,"[RCC-3] October 1, 2022 - October 31, 2022 Budget Request",0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/rcc-3-october-1-2022-october-31-2022-budget-request/3055,1666027122,1666630800,2022-10-24T17:00:00+00:00,closed
lido-snapshot.eth,0x9d39cc7ed918e89cff5a597ff1e0bce0974f5721283dcac6ccc8274bde703d1f,Proposal to return back 11 ETH that were sent by BloXroute's builder to Lido Execution Layer Rewards Vault (restart),0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/bloxroute-relays-delivering-invalid-blocks/2995,1666019375,1666630800,2022-10-24T17:00:00+00:00,closed
lido-snapshot.eth,0x5844beba37131b3621c5c96621603db7cb7e2771d1c690dc6869ebd117e12abb,Lido on Solana - Proposed Protocol Upgrade to v2,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/lido-on-solana-protocol-upgrade-proposal/2959,1666016000,1666630800,2022-10-24T17:00:00+00:00,closed
lido-snapshot.eth,0xeeadc3b5bfb4565cca611499c2c39e37e84bab8ad63b4f6a74d73b4151b0e791,Proposal to Diversify LEGO budget for Q4 22 and moving further (restart),0x3786C091Ed68d5B58EFAE5193e54c043Bde3b8f6,https://research.lido.fi/t/lego-q3-report-proposal-to-diversify-lego-budget/3002,1665664945,1666292400,2022-10-20T19:00:00+00:00,closed
lido-snapshot.eth,0xf2d6161128682bb3807838e51e33c318f1b6beca3e235ebf8c79682b800aedde,A proposal for partnering with Nethermind to design a mechanism for a good validator set maintenance,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/a-proposal-for-partnering-with-nethermind-to-design-a-mechanism-for-a-good-validator-set-maintenance/3000,1665395256,1666026000,2022-10-17T17:00:00+00:00,closed
lido-snapshot.eth,0x3fdb38cc13abdfccf9978a27b74de7a47d52663c952bc6d8c4b8881442610fa3,Proposal to return back 11 ETH that were sent by BloXroute's builder to Lido Execution Layer Rewards Vault,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/bloxroute-relays-delivering-invalid-blocks/2995,1665126238,1665766800,2022-10-14T17:00:00+00:00,closed
lido-snapshot.eth,0xa3995b1c5a9805aeb897fe94a0120588be394ba3c177c22c67b55c3d2ed5d590,Proposal to Diversify LEGO budget for Q4 22 and moving further,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/lego-q3-report-proposal-to-diversify-lego-budget/3002,1665053958,1665597600,2022-10-12T18:00:00+00:00,closed
lido-snapshot.eth,0x933548c6f64dea6b12b9ff589c8d4ec3ac5bf74906a738e7fbfb7831c149975c,Should the Lido DAO add the 2 shortlisted Solana operators to the Lido on Solana operator set?,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/announcement-lido-on-solana-wave-3-onboarding/2715,1662730619,1663336800,2022-09-16T14:00:00+00:00,closed
lido-snapshot.eth,0x3b1e5f9960e682abdc25c86624ad13acb88ee1cea18db9be99379b44750c7b36,Lido on Ethereum Block Proposer Rewards Policy v1.0,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/discussion-draft-for-lido-on-ethereum-block-proposer-rewards-policy/2817,1662633190,1663257600,2022-09-15T16:00:00+00:00,closed
lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,Enable bridging wstETH to Arbitrum and Optimism,0x624d8d3461871120A35A8c508b7a0be1B8E82cd0,https://research.lido.fi/t/lido-on-l2-first-launches/2786,1662045153,1662642000,2022-09-08T13:00:00+00:00,closed
lido-snapshot.eth,0xa7a8d9f42f72405a72f91d8124f970815028526197b9cc186a1882fae2d17e05,Engage Steakhouse Financial on a Lido DAO Finance Workstream,0x6f5c9B92DC47C89155930E708fBc305b55A5519A,https://research.lido.fi/t/lido-dao-finance-workstream-proposal-steakhouse-financial/2823,1661518766,1662141600,2022-09-02T18:00:00+00:00,closed
lido-snapshot.eth,0x1454174da2e17ce3eca6afe8114678c0971a4ece33cedf7fd21c57d2b9f44da9,Vote to engage a Head of Legal & General Counsel for Lido,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/candidate-proposal-for-head-of-legal-and-general-counsel/2723,1660648842,1661533200,2022-08-26T17:00:00+00:00,closed
lido-snapshot.eth,0x057282815b8bdc97056bdb70db178ffb69b70208221f8d35082b62dd17fec0ed,LEGO: Expand LEGO Council by adding Alex Lykov,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/lego-expand-lego-council-by-adding-alex-lykov/2754,1660134613,1660755600,2022-08-17T17:00:00+00:00,closed
lido-snapshot.eth,0x8bbd48f0e77b8035ed5c249a2716ea950d5196c121d972eb73fc44adfa664718,Vote to engage a Head of Legal & General Counsel for Lido,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/candidate-proposal-for-head-of-legal-and-general-counsel/2723,1659558257,1660158000,2022-08-10T19:00:00+00:00,closed
lido-snapshot.eth,0x1db805206f0979471cd973557daa5c57ea6b68fba532fe55d94af0b3c9acb5dd,"Yearly Budget & July 1, 2022 - September 30, 2022 Budget Request for RCC",0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/rcc-2-july-1-2022-september-30-2022-budget-request/2729,1659557968,1659985200,2022-08-08T19:00:00+00:00,closed
lido-snapshot.eth,0x2a8415951a9462c5800522f2e2ac1e3ca52996494931a23c900fd4c8a7aff589,Treasury Diversification #2 - DragonFly - Part 2 ,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/treasury-diversification-2-part-2/2657,1659003016,1659628800,2022-08-04T16:00:00+00:00,closed
lido-snapshot.eth,0x2b368b535b2024394daff218d222e260dbc4543b6d4e49aa4700cc0a9233e86a, Emergency Brakes multi-sig upgrade,0x000535ea40436aF4DBaA44f76769d819e44990e3,https://research.lido.fi/t/emergency-brakes-multi-sig-upgrade/2608,1658412330,1658851200,2022-07-26T16:00:00+00:00,closed
lido-snapshot.eth,0xede83acfa2d3afd2a0109bb437073c5424bcc576bbe32e51a5cdee9ecd6cebee,Treasury Diversification #2 - DragonFly,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/treasury-diversification-2/2570,1658402571,1658775600,2022-07-25T19:00:00+00:00,closed
lido-snapshot.eth,0x75e91a2a1331bb1232951eb832df173281529f370d9d2f54ffa1c8197b326449,Should the Lido DAO add the 5 shortlisted Solana operators to the Lido on Solana operator set?,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/announcement-lido-on-solana-wave-2-onboarding/2120/3,1657027321,1657638000,2022-07-12T15:00:00+00:00,closed
lido-snapshot.eth,0xb99f87eb8e168b8ad28a70fabbe94fe5e0d9023b04c112331df0880480f96a63,Redirecting incoming revenue stream from insurance fund to DAO treasury,0x32254b28F793CC18B3575C86c61fE3D7421cbbef,https://research.lido.fi/t/redirecting-incoming-revenue-stream-from-insurance-fund-to-dao-treasury/2528,1657024571,1657566000,2022-07-11T19:00:00+00:00,closed
lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,Reduce Ethereum referral rewards from 0.50% to 0.25%,0x22c05930160c6a74a6bA59436e8F7006176ed104,https://research.lido.fi/t/referral-program-reform/1907,1656011005,1656612000,2022-06-30T18:00:00+00:00,closed
lido-snapshot.eth,0x10abedcc563b66b1adee60825e78c387105110fa4a1e7354ab57bc9cc1e675c2,Should Lido consider self-limiting?,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,https://research.lido.fi/t/should-lido-on-ethereum-be-limited-to-some-fixed-of-stake/2225,1656061200,1656666000,2022-07-01T09:00:00+00:00,closed
lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,Continue LEGO for year 2,0x32254b28F793CC18B3575C86c61fE3D7421cbbef,https://research.lido.fi/t/lego-a-proposal-to-continue-the-initiative-for-another-year/2418,1655738977,1656084600,2022-06-24T15:30:00+00:00,closed
lido-snapshot.eth,0xe964fb2b0ad887673a0748b025c68a957a4b05b604d306bdc66125e7b758e524,Sunset Lido on Terra,0x6f5c9B92DC47C89155930E708fBc305b55A5519A,https://research.lido.fi/t/sunsetting-lido-on-terra/2367,1655489722,1655917200,2022-06-22T17:00:00+00:00,closed
